return,iso,arrival,departure,count
20200420,hk,20200417,20200418,3
20200420,hk,20200418,20200418,3
20200420,hk,20200420,20200420,3
20200420,hu,20200419,20200419,3
20200420,id,20200323,20200323,3
20200420,id,20200325,20200325,3
20200420,id,20200327,20200327,3
20200420,id,20200406,20200406,3
20200420,id,20200413,20200413,3
20200420,id,20200417,20200417,3
20200420,id,20200418,20200419,3
20200420,id,20200419,20200419,14
20200420,id,20200419,20200420,3
20200420,it,20200420,20200420,3
20200420,jp,20200320,20200419,3
20200420,jp,20200320,20200420,4
20200420,jp,20200326,20200326,3
20200420,jp,20200407,20200409,3
20200420,jp,20200408,20200419,3
20200420,jp,20200414,20200419,3
20200420,jp,20200414,20200420,3
20200420,jp,20200415,20200415,3
20200420,jp,20200415,20200419,3
20200420,jp,20200415,20200420,3
20200420,jp,20200416,20200416,3
20200420,jp,20200416,20200420,3
20200420,jp,20200417,20200417,3
20200420,jp,20200417,20200420,3
20200420,jp,20200418,20200419,3
20200420,jp,20200418,20200420,6
20200420,jp,20200419,20200419,4
20200420,jp,20200419,20200420,8
20200420,jp,20200420,20200420,59
20200420,kh,20200324,20200419,3
20200420,kh,20200329,20200329,3
20200420,kh,20200330,20200419,3
20200420,kh,20200418,20200420,3
20200420,kh,20200419,20200419,3
20200420,kh,20200419,20200420,3
20200420,kh,20200420,20200420,16
20200420,lk,20200419,20200419,3
20200420,lr,20200420,20200420,3
20200420,mn,20200420,20200420,3
20200420,mo,20200413,20200413,3
20200420,mp,20200417,20200417,3
20200420,mp,20200420,20200420,5
20200420,n/a,20200321,20200321,3
20200420,n/a,20200329,20200329,3
20200420,nl,20200416,20200420,3
20200420,nl,20200419,20200420,3
20200420,nl,20200420,20200420,3
20200420,ph,20200320,20200418,3
20200420,ph,20200414,20200414,3
20200420,ph,20200419,20200419,3
20200420,ph,20200419,20200420,3
20200420,ph,20200420,20200420,3
20200420,pl,20200412,20200412,3
20200420,qa,20200420,20200420,3
20200420,ru,20200418,20200418,3
20200420,ru,20200420,20200420,7
20200420,sg,20200420,20200420,3
20200420,th,20200418,20200420,3
20200420,th,20200419,20200420,3
20200420,tw,20200411,20200411,4
20200420,tw,20200412,20200412,3
20200420,tw,20200419,20200419,3
20200420,tw,20200420,20200420,3
20200420,us,20200320,20200320,3
20200420,us,20200320,20200419,3
20200420,us,20200320,20200420,3
20200420,us,20200321,20200420,3
20200420,us,20200330,20200330,3
20200420,us,20200405,20200405,3
20200420,us,20200405,20200409,3
20200420,us,20200408,20200408,3
20200420,us,20200409,20200409,3
20200420,us,20200414,20200414,3
20200420,us,20200415,20200418,3
20200420,us,20200415,20200419,3
20200420,us,20200417,20200417,3
20200420,us,20200417,20200419,4
20200420,us,20200417,20200420,3
20200420,us,20200418,20200418,4
20200420,us,20200418,20200419,16
20200420,us,20200418,20200420,9
20200420,us,20200419,20200419,13
20200420,us,20200419,20200420,7
20200420,us,20200420,20200420,6
20200420,uy,20200420,20200420,3
20200420,vn,20200320,20200420,3
20200420,vn,20200414,20200416,3
20200420,vn,20200416,20200416,3
20200420,vn,20200418,20200418,3
20200420,vn,20200418,20200420,3
20200420,vn,20200419,20200419,3
20200420,vn,20200419,20200420,3
20200420,vn,20200420,20200420,31
20200419,ae,20200319,20200326,3
20200419,ae,20200319,20200418,3
20200419,ae,20200320,20200320,3
20200419,ae,20200321,20200322,3
20200419,ae,20200324,20200324,3
20200419,ae,20200325,20200416,3
20200419,ae,20200329,20200329,3
20200419,ae,20200417,20200418,3
20200419,ae,20200418,20200418,3
20200419,ae,20200419,20200419,3
20200419,ao,20200417,20200417,3
20200419,at,20200416,20200418,3
20200419,at,20200417,20200418,3
20200419,at,20200418,20200418,3
20200419,be,20200418,20200418,3
20200419,ca,20200328,20200329,3
20200419,ca,20200330,20200403,3
20200419,ca,20200412,20200412,3
20200419,ca,20200417,20200417,3
20200419,ca,20200418,20200418,3
20200419,ca,20200419,20200419,3
20200419,ch,20200418,20200418,3
20200419,ci,20200418,20200418,4
20200419,cn,20200319,20200418,3
20200419,cn,20200319,20200419,3
20200419,cn,20200325,20200325,3
20200419,cn,20200327,20200330,3
20200419,cn,20200401,20200401,3
20200419,cn,20200404,20200419,3
20200419,cn,20200407,20200407,3
20200419,cn,20200409,20200409,3
20200419,cn,20200410,20200411,3
20200419,cn,20200413,20200414,3
20200419,cn,20200413,20200417,3
20200419,cn,20200413,20200418,3
20200419,cn,20200415,20200418,3
20200419,cn,20200415,20200419,5
20200419,cn,20200416,20200416,3
20200419,cn,20200416,20200418,3
20200419,cn,20200416,20200419,3
20200419,cn,20200417,20200417,3
20200419,cn,20200417,20200418,4
20200419,cn,20200418,20200419,4
20200419,cn,20200419,20200419,14
20200419,cz,20200416,20200416,3
20200419,de,20200319,20200319,3
20200419,de,20200406,20200418,3
20200419,de,20200417,20200417,3
20200419,de,20200417,20200418,5
20200419,de,20200417,20200419,6
20200419,de,20200418,20200418,6
20200419,de,20200418,20200419,3
20200419,de,20200419,20200419,7
20200419,es,20200320,20200418,3
20200419,et,20200418,20200418,3
20200419,et,20200418,20200419,3
20200419,et,20200419,20200419,3
20200419,gb,20200319,20200419,3
20200419,gb,20200326,20200326,3
20200419,gb,20200327,20200327,3
20200419,gb,20200413,20200413,3
20200419,gb,20200416,20200417,3
20200419,gb,20200416,20200419,3
20200419,gb,20200417,20200419,3
20200419,gb,20200418,20200418,3
20200419,gb,20200418,20200419,3
20200419,gb,20200419,20200419,3
20200419,gh,20200418,20200418,3
20200419,gn,20200418,20200418,4
20200419,gn,20200419,20200419,3
20200419,gu,20200319,20200319,3
20200419,hk,20200418,20200419,3
20200419,hk,20200419,20200419,9
20200419,hu,20200417,20200417,3
20200419,id,20200320,20200320,3
20200419,id,20200322,20200322,3
20200419,id,20200414,20200414,3
20200419,id,20200417,20200418,3
20200419,id,20200419,20200419,3
20200419,in,20200319,20200418,3
20200419,in,20200410,20200410,3
20200419,in,20200418,20200418,3
20200419,ir,20200323,20200323,3
20200419,ir,20200325,20200326,3
20200419,ir,20200326,20200326,3
20200419,ir,20200328,20200329,3
20200419,ir,20200419,20200419,4
20200419,it,20200418,20200419,3
20200419,it,20200419,20200419,4
20200419,jp,20200319,20200419,3
20200419,jp,20200325,20200325,3
20200419,jp,20200408,20200419,3
20200419,jp,20200409,20200419,3
20200419,jp,20200410,20200419,3
20200419,jp,20200411,20200419,3
20200419,jp,20200413,20200418,3
20200419,jp,20200413,20200419,3
20200419,jp,20200414,20200414,3
20200419,jp,20200414,20200419,5
20200419,jp,20200415,20200418,3
20200419,jp,20200415,20200419,4
20200419,jp,20200416,20200416,6
20200419,jp,20200416,20200417,3
20200419,jp,20200416,20200418,3
20200419,jp,20200416,20200419,9
20200419,jp,20200417,20200417,3
20200419,jp,20200418,20200418,3
20200419,jp,20200418,20200419,7
20200419,jp,20200419,20200419,42
20200419,kh,20200329,20200329,3
20200419,kw,20200326,20200328,3
20200419,lr,20200418,20200418,3
20200419,lr,20200419,20200419,3
20200419,lt,20200419,20200419,3
20200419,mn,20200417,20200417,3
20200419,mn,20200419,20200419,3
20200419,mx,20200416,20200416,3
20200419,my,20200319,20200418,3
20200419,my,20200320,20200418,3
20200419,my,20200330,20200330,3
20200419,my,20200415,20200415,3
20200419,my,20200415,20200418,3
20200419,my,20200415,20200419,3
20200419,my,20200418,20200418,3
20200419,my,20200419,20200419,3
20200419,n/a,20200320,20200320,3
20200419,n/a,20200322,20200322,3
20200419,n/a,20200417,20200417,3
20200419,nl,20200406,20200406,3
20200419,nl,20200416,20200418,3
20200419,nl,20200418,20200419,3
20200419,nz,20200321,20200321,3
20200419,nz,20200322,20200322,3
20200419,nz,20200324,20200324,3
20200419,nz,20200409,20200409,3
20200419,nz,20200410,20200411,3
20200419,nz,20200416,20200416,3
20200419,nz,20200418,20200418,3
20200419,nz,20200419,20200419,4
20200419,om,20200320,20200320,3
20200419,om,20200329,20200329,3
20200419,ph,20200319,20200319,3
20200419,ph,20200319,20200418,3
20200419,ph,20200416,20200416,3
20200419,ph,20200417,20200418,3
20200419,ph,20200418,20200418,9
20200419,ph,20200418,20200419,3
20200419,ph,20200419,20200419,3
20200419,pl,20200419,20200419,3
20200419,qa,20200324,20200324,3
20200419,qa,20200418,20200418,3
20200419,qa,20200419,20200419,4
20200419,ro,20200419,20200419,3
20200419,ru,20200417,20200417,4
20200419,ru,20200418,20200418,3
20200419,ru,20200419,20200419,5
20200419,sg,20200418,20200418,3
20200419,sg,20200419,20200419,3
20200419,sk,20200322,20200322,3
20200419,th,20200319,20200418,3
20200419,th,20200319,20200419,3
20200419,th,20200417,20200418,3
20200419,th,20200417,20200419,3
20200419,th,20200418,20200418,3
20200419,th,20200418,20200419,3
20200419,th,20200419,20200419,4
20200419,tr,20200419,20200419,3
20200419,tw,20200331,20200331,3
20200419,tw,20200410,20200410,3
20200419,tw,20200416,20200416,3
20200419,tw,20200419,20200419,3
20200419,us,20200319,20200418,4
20200419,us,20200319,20200419,3
20200419,us,20200321,20200322,3
20200419,us,20200321,20200419,3
20200419,us,20200322,20200323,3
20200419,us,20200327,20200327,3
20200419,us,20200329,20200329,3
20200419,us,20200402,20200418,3
20200419,us,20200403,20200403,3
20200419,us,20200404,20200404,3
20200419,us,20200405,20200405,3
20200419,us,20200412,20200414,3
20200419,us,20200413,20200415,3
20200419,us,20200414,20200416,3
20200419,us,20200414,20200419,3
20200419,us,20200416,20200416,3
20200419,us,20200416,20200417,3
20200419,us,20200416,20200418,3
20200419,us,20200416,20200419,3
20200419,us,20200417,20200417,6
20200419,us,20200417,20200418,11
20200419,us,20200417,20200419,11
20200419,us,20200418,20200418,12
20200419,us,20200418,20200419,10
20200419,us,20200419,20200419,3
20200419,uy,20200419,20200419,3
20200419,vn,20200324,20200324,3
20200419,vn,20200407,20200407,3
20200419,vn,20200416,20200416,3
20200419,vn,20200417,20200417,3
20200419,vn,20200418,20200418,7
20200419,vn,20200418,20200419,11
20200419,vn,20200419,20200419,11
20200418,at,20200415,20200417,3
20200418,at,20200416,20200416,3
20200418,at,20200417,20200417,3
20200418,at,20200418,20200418,3
20200418,au,20200318,20200417,3
20200418,au,20200320,20200320,3
20200418,au,20200324,20200324,3
20200418,au,20200325,20200326,3
20200418,au,20200329,20200329,3
20200418,au,20200331,20200331,3
20200418,au,20200331,20200401,3
20200418,au,20200413,20200414,3
20200418,au,20200413,20200417,3
20200418,au,20200415,20200415,3
20200418,au,20200415,20200417,3
20200418,au,20200416,20200416,4
20200418,au,20200416,20200417,16
20200418,au,20200417,20200417,6
20200418,ca,20200404,20200404,3
20200418,ca,20200415,20200415,3
20200418,ca,20200416,20200416,3
20200418,ca,20200418,20200418,3
20200418,cn,20200409,20200409,3
20200418,cn,20200411,20200418,3
20200418,cn,20200412,20200412,3
20200418,cn,20200412,20200417,3
20200418,cn,20200414,20200415,3
20200418,cn,20200415,20200415,3
20200418,cn,20200415,20200416,3
20200418,cn,20200415,20200417,3
20200418,cn,20200415,20200418,3
20200418,cn,20200416,20200417,3
20200418,cn,20200417,20200417,7
20200418,cn,20200417,20200418,3
20200418,cn,20200418,20200418,23
20200418,de,20200325,20200326,3
20200418,de,20200415,20200415,3
20200418,de,20200417,20200417,3
20200418,de,20200418,20200418,4
20200418,fi,20200417,20200418,3
20200418,gn,20200417,20200418,3
20200418,gn,20200418,20200418,3
20200418,gu,20200418,20200418,3
20200418,hk,20200417,20200417,3
20200418,hk,20200418,20200418,3
20200418,hu,20200416,20200416,3
20200418,id,20200402,20200402,3
20200418,id,20200404,20200404,3
20200418,id,20200412,20200412,3
20200418,id,20200413,20200414,3
20200418,id,20200417,20200417,23
20200418,id,20200417,20200418,3
20200418,id,20200418,20200418,3
20200418,ir,20200418,20200418,3
20200418,jp,20200318,20200418,3
20200418,jp,20200327,20200327,3
20200418,jp,20200327,20200328,3
20200418,jp,20200328,20200328,3
20200418,jp,20200329,20200418,3
20200418,jp,20200404,20200414,3
20200418,jp,20200405,20200417,3
20200418,jp,20200405,20200418,3
20200418,jp,20200407,20200417,3
20200418,jp,20200407,20200418,3
20200418,jp,20200408,20200417,3
20200418,jp,20200408,20200418,3
20200418,jp,20200410,20200418,3
20200418,jp,20200411,20200418,3
20200418,jp,20200412,20200418,3
20200418,jp,20200413,20200418,3
20200418,jp,20200414,20200418,3
20200418,jp,20200415,20200415,3
20200418,jp,20200415,20200417,8
20200418,jp,20200415,20200418,6
20200418,jp,20200416,20200416,7
20200418,jp,20200416,20200417,3
20200418,jp,20200416,20200418,7
20200418,jp,20200417,20200417,8
20200418,jp,20200417,20200418,12
20200418,jp,20200418,20200418,75
20200418,kh,20200318,20200418,3
20200418,kh,20200331,20200417,3
20200418,kh,20200404,20200404,3
20200418,kh,20200417,20200417,3
20200418,kh,20200417,20200418,3
20200418,kh,20200418,20200418,15
20200418,kw,20200418,20200418,3
20200418,lr,20200418,20200418,3
20200418,mp,20200418,20200418,3
20200418,mx,20200318,20200320,3
20200418,my,20200405,20200405,3
20200418,nl,20200404,20200404,3
20200418,nl,20200416,20200418,3
20200418,nl,20200417,20200417,3
20200418,nl,20200417,20200418,3
20200418,pg,20200416,20200416,3
20200418,pg,20200417,20200417,3
20200418,pg,20200418,20200418,3
20200418,ph,20200415,20200415,3
20200418,ph,20200416,20200416,3
20200418,ph,20200416,20200418,3
20200418,ph,20200417,20200417,13
20200418,ph,20200417,20200418,13
20200418,ph,20200418,20200418,3
20200418,qa,20200418,20200418,3
20200418,ru,20200409,20200409,3
20200418,ru,20200415,20200415,3
20200418,ru,20200417,20200417,3
20200418,ru,20200418,20200418,3
20200418,sa,20200318,20200416,3
20200418,sg,20200318,20200418,3
20200418,sg,20200321,20200321,3
20200418,sg,20200417,20200417,3
20200418,sg,20200417,20200418,3
20200418,sg,20200418,20200418,6
20200418,th,20200318,20200417,3
20200418,th,20200318,20200418,3
20200418,th,20200417,20200417,3
20200418,th,20200417,20200418,3
20200418,th,20200418,20200418,4
20200418,tr,20200418,20200418,3
20200418,tw,20200410,20200410,3
20200418,tw,20200413,20200414,3
20200418,tw,20200414,20200415,3
20200418,tw,20200414,20200416,3
20200418,tw,20200416,20200416,3
20200418,tw,20200417,20200417,3
20200418,tw,20200418,20200418,13
20200418,us,20200318,20200413,3
20200418,us,20200318,20200418,3
20200418,us,20200321,20200418,3
20200418,us,20200325,20200417,3
20200418,us,20200409,20200409,3
20200418,us,20200412,20200412,3
20200418,us,20200414,20200414,3
20200418,us,20200414,20200416,3
20200418,us,20200414,20200417,4
20200418,us,20200414,20200418,3
20200418,us,20200415,20200415,3
20200418,us,20200415,20200416,3
20200418,us,20200415,20200417,6
20200418,us,20200415,20200418,3
20200418,us,20200416,20200416,5
20200418,us,20200416,20200417,11
20200418,us,20200416,20200418,9
20200418,us,20200417,20200417,5
20200418,us,20200417,20200418,4
20200418,us,20200418,20200418,3
20200418,vn,20200318,20200418,3
20200418,vn,20200320,20200320,3
20200418,vn,20200327,20200327,3
20200418,vn,20200417,20200417,6
20200418,vn,20200417,20200418,3
20200418,vn,20200418,20200418,28
20200417,ae,20200317,20200317,3
20200417,ae,20200317,20200416,3
20200417,ae,20200415,20200416,3
20200417,ae,20200416,20200416,3
20200417,at,20200414,20200415,3
20200417,at,20200417,20200417,3
20200417,au,20200317,20200417,3
20200417,au,20200325,20200325,3
20200417,au,20200329,20200329,3
20200417,au,20200409,20200409,3
20200417,au,20200410,20200410,3
20200417,au,20200411,20200411,3
20200417,au,20200412,20200412,3
20200417,au,20200414,20200414,3
20200417,au,20200415,20200415,4
20200417,au,20200415,20200416,10
20200417,au,20200416,20200416,14
20200417,au,20200416,20200417,14
20200417,au,20200417,20200417,3
20200417,be,20200417,20200417,3
20200417,ca,20200318,20200318,3
20200417,ca,20200401,20200401,3
20200417,ca,20200412,20200412,3
20200417,ca,20200413,20200413,3
20200417,ca,20200414,20200414,3
20200417,ca,20200415,20200415,3
20200417,ca,20200416,20200416,3
20200417,ch,20200416,20200416,3
20200417,cn,20200317,20200317,3
20200417,cn,20200317,20200410,3
20200417,cn,20200317,20200416,3
20200417,cn,20200317,20200417,9
20200417,cn,20200320,20200323,3
20200417,cn,20200320,20200417,3
20200417,cn,20200321,20200321,3
20200417,cn,20200323,20200323,3
20200417,cn,20200324,20200417,3
20200417,cn,20200325,20200325,3
20200417,cn,20200329,20200329,3
20200417,cn,20200329,20200416,3
20200417,cn,20200329,20200417,3
20200417,cn,20200331,20200331,3
20200417,cn,20200401,20200401,3
20200417,cn,20200403,20200403,3
20200417,cn,20200406,20200406,3
20200417,cn,20200408,20200408,3
20200417,cn,20200409,20200409,3
20200417,cn,20200409,20200412,3
20200417,cn,20200409,20200417,3
20200417,cn,20200410,20200415,3
20200417,cn,20200411,20200417,3
20200417,cn,20200412,20200415,3
20200417,cn,20200412,20200417,3
20200417,cn,20200413,20200413,3
20200417,cn,20200413,20200416,3
20200417,cn,20200413,20200417,3
20200417,cn,20200414,20200414,3
20200417,cn,20200414,20200415,3
20200417,cn,20200414,20200416,5
20200417,cn,20200414,20200417,6
20200417,cn,20200415,20200415,3
20200417,cn,20200415,20200416,3
20200417,cn,20200415,20200417,3
20200417,cn,20200416,20200416,17
20200417,cn,20200416,20200417,13
20200417,cn,20200417,20200417,40
20200417,cz,20200416,20200416,3
20200417,de,20200414,20200416,3
20200417,de,20200417,20200417,3
20200417,fr,20200413,20200413,3
20200417,fr,20200415,20200415,3
20200417,fr,20200416,20200416,3
20200417,fr,20200417,20200417,3
20200417,gb,20200412,20200417,3
20200417,gb,20200416,20200417,3
20200417,gb,20200417,20200417,3
20200417,gn,20200417,20200417,3
20200417,gu,20200416,20200416,3
20200417,hk,20200317,20200417,3
20200417,hk,20200331,20200331,3
20200417,hk,20200408,20200408,3
20200417,hk,20200409,20200409,3
20200417,hk,20200415,20200417,3
20200417,hk,20200416,20200416,3
20200417,hk,20200417,20200417,14
20200417,hu,20200415,20200415,3
20200417,id,20200327,20200328,3
20200417,id,20200414,20200414,3
20200417,id,20200416,20200416,3
20200417,ir,20200417,20200417,3
20200417,it,20200417,20200417,3
20200417,jp,20200317,20200320,3
20200417,jp,20200317,20200417,3
20200417,jp,20200325,20200325,3
20200417,jp,20200328,20200328,3
20200417,jp,20200331,20200417,3
20200417,jp,20200406,20200417,3
20200417,jp,20200408,20200416,3
20200417,jp,20200409,20200417,3
20200417,jp,20200410,20200417,3
20200417,jp,20200411,20200416,3
20200417,jp,20200412,20200416,3
20200417,jp,20200412,20200417,5
20200417,jp,20200413,20200413,3
20200417,jp,20200414,20200414,3
20200417,jp,20200414,20200417,3
20200417,jp,20200415,20200415,16
20200417,jp,20200415,20200417,5
20200417,jp,20200416,20200416,6
20200417,jp,20200416,20200417,7
20200417,jp,20200417,20200417,93
20200417,kw,20200417,20200417,3
20200417,lr,20200417,20200417,3
20200417,mm,20200417,20200417,3
20200417,mo,20200409,20200409,3
20200417,mx,20200407,20200407,3
20200417,n/a,20200317,20200317,3
20200417,n/a,20200321,20200321,3
20200417,nl,20200318,20200318,3
20200417,nz,20200317,20200317,3
20200417,nz,20200324,20200324,3
20200417,nz,20200330,20200330,3
20200417,nz,20200416,20200416,7
20200417,nz,20200416,20200417,3
20200417,nz,20200417,20200417,3
20200417,pg,20200415,20200415,3
20200417,pg,20200416,20200416,4
20200417,pg,20200417,20200417,3
20200417,ph,20200317,20200415,3
20200417,ph,20200317,20200416,4
20200417,ph,20200317,20200417,3
20200417,ph,20200318,20200318,3
20200417,ph,20200324,20200416,3
20200417,ph,20200328,20200330,3
20200417,ph,20200413,20200413,3
20200417,ph,20200416,20200416,14
20200417,ph,20200416,20200417,15
20200417,ph,20200417,20200417,3
20200417,qa,20200317,20200328,3
20200417,qa,20200331,20200417,3
20200417,qa,20200414,20200414,3
20200417,qa,20200416,20200416,3
20200417,qa,20200417,20200417,4
20200417,ru,20200417,20200417,3
20200417,sa,20200317,20200414,3
20200417,sa,20200317,20200416,14
20200417,sa,20200408,20200408,3
20200417,sa,20200411,20200416,3
20200417,sa,20200412,20200412,3
20200417,sa,20200413,20200416,3
20200417,sa,20200415,20200416,3
20200417,sa,20200417,20200417,3
20200417,sg,20200417,20200417,3
20200417,th,20200317,20200417,3
20200417,th,20200414,20200414,3
20200417,th,20200415,20200417,3
20200417,th,20200416,20200416,3
20200417,th,20200416,20200417,3
20200417,th,20200417,20200417,13
20200417,tw,20200404,20200407,3
20200417,tw,20200413,20200416,3
20200417,tw,20200416,20200416,3
20200417,tw,20200417,20200417,7
20200417,us,20200317,20200317,3
20200417,us,20200317,20200416,3
20200417,us,20200317,20200417,3
20200417,us,20200322,20200322,3
20200417,us,20200323,20200323,3
20200417,us,20200328,20200328,3
20200417,us,20200329,20200329,3
20200417,us,20200401,20200403,3
20200417,us,20200401,20200417,3
20200417,us,20200405,20200405,3
20200417,us,20200410,20200415,3
20200417,us,20200413,20200413,4
20200417,us,20200414,20200414,3
20200417,us,20200414,20200416,5
20200417,us,20200414,20200417,4
20200417,us,20200415,20200415,4
20200417,us,20200415,20200416,9
20200417,us,20200415,20200417,8
20200417,us,20200416,20200416,9
20200417,us,20200416,20200417,6
20200417,us,20200417,20200417,6
20200417,uy,20200417,20200417,6
20200417,vn,20200321,20200321,3
20200417,vn,20200321,20200322,3
20200417,vn,20200327,20200327,3
20200417,vn,20200328,20200328,3
20200417,vn,20200329,20200329,3
20200417,vn,20200330,20200330,3
20200417,vn,20200401,20200401,3
20200417,vn,20200402,20200402,3
20200417,vn,20200405,20200405,3
20200417,vn,20200414,20200414,3
20200417,vn,20200415,20200415,3
20200417,vn,20200415,20200417,3
20200417,vn,20200416,20200416,12
20200417,vn,20200416,20200417,5
20200417,vn,20200417,20200417,57
20200416,af,20200415,20200415,3
20200416,at,20200414,20200415,3
20200416,at,20200415,20200415,3
20200416,at,20200416,20200416,3
20200416,au,20200317,20200317,3
20200416,au,20200319,20200319,3
20200416,au,20200322,20200322,3
20200416,au,20200323,20200323,3
20200416,au,20200330,20200330,3
20200416,au,20200403,20200403,3
20200416,au,20200414,20200414,3
20200416,au,20200414,20200415,14
20200416,au,20200415,20200415,3
20200416,be,20200415,20200415,3
20200416,be,20200416,20200416,3
20200416,bh,20200316,20200316,3
20200416,bh,20200416,20200416,3
20200416,by,20200415,20200415,3
20200416,ca,20200412,20200415,3
20200416,ca,20200414,20200414,5
20200416,ca,20200414,20200415,3
20200416,ca,20200416,20200416,3
20200416,ch,20200416,20200416,3
20200416,cn,20200331,20200415,3
20200416,cn,20200406,20200408,3
20200416,cn,20200407,20200407,3
20200416,cn,20200407,20200409,3
20200416,cn,20200408,20200410,3
20200416,cn,20200409,20200409,3
20200416,cn,20200409,20200415,4
20200416,cn,20200410,20200414,3
20200416,cn,20200411,20200411,3
20200416,cn,20200411,20200412,3
20200416,cn,20200411,20200414,3
20200416,cn,20200411,20200415,3
20200416,cn,20200412,20200412,4
20200416,cn,20200412,20200413,3
20200416,cn,20200412,20200415,5
20200416,cn,20200412,20200416,3
20200416,cn,20200413,20200413,3
20200416,cn,20200413,20200414,3
20200416,cn,20200413,20200415,7
20200416,cn,20200413,20200416,4
20200416,cn,20200414,20200414,3
20200416,cn,20200414,20200416,3
20200416,cn,20200415,20200415,8
20200416,cn,20200415,20200416,3
20200416,cn,20200416,20200416,23
20200416,cz,20200323,20200325,3
20200416,cz,20200325,20200325,3
20200416,cz,20200414,20200414,3
20200416,cz,20200414,20200415,3
20200416,cz,20200415,20200415,10
20200416,de,20200319,20200414,3
20200416,de,20200325,20200325,3
20200416,de,20200403,20200403,3
20200416,de,20200412,20200412,3
20200416,de,20200413,20200415,3
20200416,de,20200414,20200415,3
20200416,de,20200416,20200416,3
20200416,dk,20200412,20200412,3
20200416,dk,20200414,20200415,3
20200416,ee,20200411,20200411,3
20200416,fr,20200413,20200414,3
20200416,fr,20200415,20200415,3
20200416,gb,20200316,20200416,3
20200416,gb,20200331,20200416,3
20200416,gb,20200407,20200416,3
20200416,gb,20200409,20200409,3
20200416,gb,20200412,20200412,3
20200416,gb,20200412,20200415,3
20200416,gb,20200412,20200416,5
20200416,gb,20200414,20200414,3
20200416,gb,20200414,20200416,3
20200416,gb,20200415,20200415,3
20200416,gb,20200415,20200416,3
20200416,gb,20200416,20200416,3
20200416,gt,20200316,20200415,3
20200416,hk,20200408,20200408,3
20200416,hk,20200412,20200412,3
20200416,hk,20200413,20200413,3
20200416,hk,20200414,20200414,3
20200416,hk,20200416,20200416,5
20200416,id,20200318,20200318,3
20200416,id,20200318,20200319,3
20200416,id,20200320,20200320,3
20200416,id,20200409,20200409,3
20200416,id,20200414,20200414,3
20200416,id,20200414,20200415,3
20200416,id,20200415,20200415,22
20200416,id,20200415,20200416,3
20200416,it,20200316,20200318,3
20200416,it,20200413,20200414,3
20200416,it,20200415,20200415,3
20200416,it,20200416,20200416,3
20200416,jp,20200316,20200415,3
20200416,jp,20200316,20200416,3
20200416,jp,20200330,20200416,3
20200416,jp,20200402,20200415,3
20200416,jp,20200403,20200403,3
20200416,jp,20200405,20200407,3
20200416,jp,20200405,20200416,3
20200416,jp,20200407,20200407,3
20200416,jp,20200410,20200416,3
20200416,jp,20200411,20200411,3
20200416,jp,20200411,20200416,3
20200416,jp,20200412,20200412,3
20200416,jp,20200412,20200415,3
20200416,jp,20200412,20200416,4
20200416,jp,20200413,20200413,3
20200416,jp,20200414,20200414,9
20200416,jp,20200414,20200416,3
20200416,jp,20200415,20200416,12
20200416,jp,20200416,20200416,90
20200416,lv,20200414,20200414,3
20200416,mm,20200415,20200416,3
20200416,mn,20200416,20200416,3
20200416,mx,20200415,20200415,4
20200416,my,20200330,20200331,3
20200416,n/a,20200328,20200328,3
20200416,nl,20200412,20200412,3
20200416,nl,20200413,20200413,3
20200416,nl,20200413,20200414,3
20200416,nl,20200413,20200415,3
20200416,nl,20200414,20200414,3
20200416,nl,20200416,20200416,3
20200416,pg,20200414,20200414,3
20200416,pg,20200415,20200415,5
20200416,ph,20200316,20200416,3
20200416,ph,20200321,20200321,3
20200416,ph,20200322,20200322,3
20200416,ph,20200326,20200326,3
20200416,ph,20200329,20200329,3
20200416,ph,20200415,20200415,3
20200416,pl,20200414,20200414,3
20200416,pl,20200415,20200415,6
20200416,qa,20200415,20200415,3
20200416,qa,20200416,20200416,3
20200416,ru,20200411,20200411,3
20200416,ru,20200412,20200412,3
20200416,ru,20200414,20200414,3
20200416,ru,20200415,20200415,3
20200416,ru,20200416,20200416,10
20200416,sa,20200416,20200416,3
20200416,se,20200411,20200411,3
20200416,se,20200416,20200416,3
20200416,sg,20200416,20200416,3
20200416,sk,20200316,20200415,3
20200416,th,20200316,20200415,3
20200416,th,20200414,20200415,3
20200416,th,20200415,20200416,3
20200416,th,20200416,20200416,3
20200416,tw,20200408,20200408,3
20200416,tw,20200414,20200414,3
20200416,tw,20200416,20200416,3
20200416,us,20200316,20200316,3
20200416,us,20200316,20200415,5
20200416,us,20200316,20200416,3
20200416,us,20200320,20200320,3
20200416,us,20200323,20200323,3
20200416,us,20200325,20200325,3
20200416,us,20200406,20200406,3
20200416,us,20200407,20200408,3
20200416,us,20200408,20200411,3
20200416,us,20200411,20200413,3
20200416,us,20200412,20200414,3
20200416,us,20200413,20200413,3
20200416,us,20200413,20200414,3
20200416,us,20200413,20200415,3
20200416,us,20200414,20200414,11
20200416,us,20200414,20200415,16
20200416,us,20200414,20200416,10
20200416,us,20200415,20200415,16
20200416,us,20200415,20200416,8
20200416,us,20200416,20200416,9
20200416,uy,20200416,20200416,3
20200416,vn,20200317,20200317,3
20200416,vn,20200328,20200328,3
20200416,vn,20200330,20200330,3
20200416,vn,20200406,20200406,3
20200416,vn,20200409,20200411,3
20200416,vn,20200410,20200411,3
